1867.441333,0.417174067,0.069718776,99.75683252,8.488369696,3
1869.650763,0.413417573,0.062270955,99.1060228,8.498412559,3
1860.025574,0.412652641,0.073884596,99.85051012,8.454661702,3
1868.510926,0.428564053,0.062932184,99.72108275,8.493231481,3
1863.883569,0.41309846,0.073153979,99.88396392,8.472198041,3
1866.08703,0.439051425,0.060026413,99.87781678,8.482213773,3
1862.069613,0.421151399,0.070568432,99.704894,8.463952787,3
1860.703336,0.411063204,0.062232159,99.35919431,8.457742435,3
1860.845583,0.419619367,0.060549849,99.86587576,8.458389012,3
1869.809356,0.432141601,0.061428776,99.38632092,8.499133435,3
1864.066373,0.423381347,0.06416101,99.12074404,8.473028968,3
1863.964016,0.436251376,0.062523728,99.20423675,8.472563707,3
1864.456843,0.417921297,0.062387301,99.48335455,8.474803832,3
1869.757304,0.424927582,0.060283619,99.64066483,8.498896835,3
1863.330902,0.415974385,0.063912469,99.10804012,8.469685918,3
1861.746182,0.429581335,0.073384225,99.81259109,8.462482647,3
1861.643085,0.435035021,0.061762796,99.76820103,8.462014025,3
1865.202418,0.428223788,0.077893132,99.39491509,8.478192811,3
1861.380591,0.43066611,0.076469777,99.4408853,8.460820866,3
1867.985117,0.419143564,0.06831441,99.88072588,8.490841439,3
1864.552429,0.434369554,0.073869646,99.43473505,8.475238315,3
1865.380357,0.437262677,0.072141237,99.8651733,8.479001622,3
1862.793924,0.420206771,0.07765776,99.64571571,8.467245109,3
1869.518693,0.432235354,0.078243521,99.37046461,8.497812241,3
1860.380255,0.431270206,0.065284906,99.59051998,8.456273884,3
1866.62468,0.436397676,0.076241935,99.54612759,8.484657639,3
1861.129455,0.432818958,0.067658735,99.67429849,8.459679341,3
1864.356012,0.426139568,0.060246905,99.2011493,8.474345507,3
1869.536664,0.439781477,0.073120747,99.00666074,8.497893925,3
1868.836471,0.420930787,0.068721147,99.11834985,8.494711231,3
1862.875589,0.420403554,0.073527456,99.87209829,8.467616312,3
1864.0471,0.41589753,0.062314869,99.53957116,8.472941364,3
1862.568484,0.42888119,0.073100861,99.35749373,8.466220383,3
1867.408136,0.427650194,0.073508021,99.55203121,8.488218798,3
1864.081538,0.429977516,0.074557763,99.87821622,8.4730979,3
