0,0
0,0
0,0
0,0
729.1775549,5
722.0619915,5
724.7886536,5
723.3787591,5
724.1324864,5
723.50444,5
4139.8054296,7
4139.215797,7
4135.8117022999995,7
6285.4997883,6
6290.057980199999,6
6284.2608147,6
6280.3572054,6
6280.0747546,6
8159.9925725,3
8149.290814200001,3
8156.6300421,3
8154.8624887000005,3
8161.850297999999,3
9395.481069599999,3
9391.4613961,4
9385.8995657,4
9397.3349532,4
9378.005259900001,4
9375.8538632,4
9381.3198576,4
9367.2049072,4
9384.701847299999,4
10977.4944535,10
10977.937159800002,10
10992.7016631,10
10973.9545139,10
10981.0991603,10
10978.6463654,10
10966.8132008,10
10978.4554416,10
10978.162006999999,10
10974.140172700001,10
10971.7750885,10
10981.411003,10
10983.6176946,10
10976.044248600001,10
10965.5501399,10
10974.7375628,10
10976.9540489,10
10974.0919425,10
10977.4943303,10
10977.8825729,10
10981.5379997,10
10980.6429605,10
10977.951381900002,10
10966.4709765,10
10972.7611486,10
10984.7673661,10
10982.4707554,10
10978.29539,10
10980.7085666,10
10977.345395,10
10981.5938603,10
10973.161817299999,10
10987.3425952,10
10974.322234700001,10
10971.964447400002,10
10975.9036506,10
10988.075090499999,10
10974.776712199999,10
10990.902219099999,10
10980.7368977,10
10992.845264,10
10991.484419599998,10
10983.4701171,10
10984.4391107,10
10987.6400672,10
10979.933837,10
10970.9972465,10
10968.770460000002,10
10968.839393299999,10
10975.9274269,10
10983.1440222,10
10979.244446199998,10
10971.2557195,10
10985.1563718,10
10985.8925861,10
10986.9158707,10
10978.4126589,10
10983.6230128,10
10978.6236773,10
10987.4193268,10
10976.0524918,10
10984.936348,10
10990.758707600002,10
10969.8185996,10
0,0
0,0
0,0
725.3166606,5
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
729.1775549,5
722.0619915,5
724.7886536,5
4137.6168521,5
4138.2770604,7
4139.215049,7
4142.9724966,7
4134.117221,7
6286.4977174,6
8155.5061838,3
8152.063563,3
8162.745811,3
